"sep=,"
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\opcode\hexagon_iset_v5.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\gnu\safe-ctype.c.xml,EOF;HOST_CHARSET;HOST_CHARSET_ASCII;HOST_CHARSET_EBCDIC
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\hexagon.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\hexagon.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\hexagon_disas.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hexagon\hexagon_insn.h.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\hppa\gnu\hppa-dis.c.xml,BFD64
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\i4004\i4004dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\i8080\i8080dis.c.xml,
D:\Pesquisa\Projects\radare2-analysis\_cppstats_featurelocations\radare2\libr\asm\arch\i8080\i8080dis.h.xml,I8080DIS_H
